Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NRGV","ENERGY VAULT HOLDINGS INC","Industrials","Equity","4,387,965.91","0.01","4,387,965.91","1,835,969.00","2.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBEX","IBEX LTD","Industrials","Equity","4,381,971.17","0.01","4,381,971.17","202,963.00","21.59","United States","NASDAQ","USD","1.00","USD","-"
"SFST","SOUTHERN FIRST BANCSHARES INC","Financials","Equity","4,373,488.86","0.01","4,373,488.86","173,758.00","25.17","United States","NASDAQ","USD","1.00","USD","-"
"ZYXI","ZYNEX INC","Health Care","Equity","4,362,379.56","0.01","4,362,379.56","472,119.00","9.24","United States","NASDAQ","USD","1.00","USD","-"
"EVER","EVERQUOTE INC CLASS A","Communication","Equity","4,328,985.38","0.01","4,328,985.38","456,885.00","9.47","United States","NASDAQ","USD","1.00","USD","-"
"BHIL","BENSON HILL INC","Consumer Staples","Equity","4,327,567.40","0.01","4,327,567.40","3,667,430.00","1.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLND","BLEND LABS INC CLASS A","Information Technology","Equity","4,319,934.15","0.01","4,319,934.15","4,114,223.00","1.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RDVT","RED VIOLET INC","Industrials","Equity","4,306,081.16","0.01","4,306,081.16","208,426.00","20.66","United States","NASDAQ","USD","1.00","USD","-"
"HT","HERSHA HOSPITALITY REIT TRUST CLAS","Real Estate","Equity","4,306,434.12","0.01","4,306,434.12","696,834.00","6.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JYNT","JOINT CORP","Health Care","Equity","4,293,596.95","0.01","4,293,596.95","310,007.00","13.85","United States","NASDAQ","USD","1.00","USD","-"
"OUST","OUSTER INC CLASS A","Information Technology","Equity","4,290,537.84","0.01","4,290,537.84","641,336.00","6.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUMA","HUMACYTE INC","Health Care","Equity","4,277,735.80","0.01","4,277,735.80","1,204,996.00","3.55","United States","NASDAQ","USD","1.00","USD","-"
"DSGN","DESIGN THERAPEUTICS INC","Health Care","Equity","4,269,761.28","0.01","4,269,761.28","741,278.00","5.76","United States","NASDAQ","USD","1.00","USD","-"
"SAMG","SILVERCREST ASSET MANAGEMENT GROUP","Financials","Equity","4,270,814.84","0.01","4,270,814.84","208,028.00","20.53","United States","NASDAQ","USD","1.00","USD","-"
"CDLX","CARDLYTICS INC","Communication","Equity","4,262,629.20","0.01","4,262,629.20","746,520.00","5.71","United States","NASDAQ","USD","1.00","USD","-"
"SEAT","VIVID SEATS INC CLASS A","Communication","Equity","4,236,874.98","0.01","4,236,874.98","571,778.00","7.41","United States","NASDAQ","USD","1.00","USD","-"
"RSI","RUSH STREET INTERACTIVE INC CLASS","Consumer Discretionary","Equity","4,207,744.00","0.01","4,207,744.00","1,314,920.00","3.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLCE","CHILDRENS PLACE INC","Consumer Discretionary","Equity","4,188,864.12","0.01","4,188,864.12","265,454.00","15.78","United States","NASDAQ","USD","1.00","USD","-"
"AMRS","AMYRIS INC","Materials","Equity","4,178,869.85","0.01","4,178,869.85","4,440,410.00","0.94","United States","NASDAQ","USD","1.00","USD","-"
"CNTY","CENTURY CASINOS INC","Consumer Discretionary","Equity","4,172,906.30","0.01","4,172,906.30","571,631.00","7.30","United States","NASDAQ","USD","1.00","USD","-"
"PKBK","PARKE BANCORP INC","Financials","Equity","4,174,610.78","0.01","4,174,610.78","243,134.00","17.17","United States","NASDAQ","USD","1.00","USD","-"
"PRPL","PURPLE INNOVATION INC","Consumer Discretionary","Equity","4,171,308.85","0.01","4,171,308.85","1,414,003.00","2.95","United States","NASDAQ","USD","1.00","USD","-"
"CMBM","CAMBIUM NETWORKS CORP","Information Technology","Equity","4,146,789.12","0.01","4,146,789.12","258,528.00","16.04","United States","NASDAQ","USD","1.00","USD","-"
"WLDN","WILLDAN GROUP INC","Industrials","Equity","4,132,720.67","0.01","4,132,720.67","236,561.00","17.47","United States","NASDAQ","USD","1.00","USD","-"
"PCYO","PURE CYCLE CORP","Utilities","Equity","4,133,840.00","0.01","4,133,840.00","413,384.00","10.00","United States","NASDAQ","USD","1.00","USD","-"
"PTSI","PAM TRANSPORTATION SERVICES INC","Industrials","Equity","4,116,230.40","0.01","4,116,230.40","151,332.00","27.20","United States","NASDAQ","USD","1.00","USD","-"
"GBIO","GENERATION BIO","Health Care","Equity","4,071,707.94","0.01","4,071,707.94","1,036,058.00","3.93","United States","NASDAQ","USD","1.00","USD","-"
"TTSH","TILE SHOP HOLDINGS INC","Consumer Discretionary","Equity","4,055,397.85","0.01","4,055,397.85","733,345.00","5.53","United States","NASDAQ","USD","1.00","USD","-"
"OB","OUTBRAIN INC","Communication","Equity","4,056,822.14","0.01","4,056,822.14","816,262.00","4.97","United States","NASDAQ","USD","1.00","USD","-"
"GCBC","GREENE COUNTY BANCORP INC","Financials","Equity","4,046,220.00","0.01","4,046,220.00","149,860.00","27.00","United States","NASDAQ","USD","1.00","USD","-"
"LOCO","EL POLLO LOCO INC","Consumer Discretionary","Equity","4,037,727.49","0.01","4,037,727.49","429,089.00","9.41","United States","NASDAQ","USD","1.00","USD","-"
"BLDE","BLADE AIR MOBILITY INC CLASS A","Industrials","Equity","4,029,372.76","0.01","4,029,372.76","1,251,358.00","3.22","United States","NASDAQ","USD","1.00","USD","-"
"III","INFORMATION SERVICES GROUP INC","Information Technology","Equity","3,990,183.60","0.01","3,990,183.60","767,343.00","5.20","United States","NASDAQ","USD","1.00","USD","-"
"ATOM","ATOMERA INC","Information Technology","Equity","3,990,729.40","0.01","3,990,729.40","461,356.00","8.65","United States","NASDAQ","USD","1.00","USD","-"
"MLYS","MINERALYS THERAPEUTICS INC","Health Care","Equity","3,950,671.36","0.01","3,950,671.36","268,388.00","14.72","United States","NASDAQ","USD","1.00","USD","-"
"BCBP","BCB BANCORP INC","Financials","Equity","3,952,292.16","0.01","3,952,292.16","339,544.00","11.64","United States","NASDAQ","USD","1.00","USD","-"
"LAW","CS DISCO INC","Information Technology","Equity","3,937,610.60","0.01","3,937,610.60","511,378.00","7.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALXO","ALX ONCOLOGY HOLDINGS INC","Health Care","Equity","3,929,369.60","0.01","3,929,369.60","472,280.00","8.32","United States","NASDAQ","USD","1.00","USD","-"
"ALTO","ALTO INGREDIENTS INC","Materials","Equity","3,930,170.40","0.01","3,930,170.40","1,862,640.00","2.11","United States","NASDAQ","USD","1.00","USD","-"
"SPWH","SPORTSMANS WAREHOUSE HOLDINGS INC","Consumer Discretionary","Equity","3,931,612.84","0.01","3,931,612.84","820,796.00","4.79","United States","NASDAQ","USD","1.00","USD","-"
"UNTY","UNITY BANCORP INC","Financials","Equity","3,907,603.57","0.01","3,907,603.57","167,063.00","23.39","United States","NASDAQ","USD","1.00","USD","-"
"TYRA","TYRA BIOSCIENCES INC","Health Care","Equity","3,901,450.30","0.01","3,901,450.30","268,510.00","14.53","United States","NASDAQ","USD","1.00","USD","-"
"METC","RAMACO RESOURCES INC","Materials","Equity","3,888,580.80","0.01","3,888,580.80","498,536.00","7.80","United States","NASDAQ","USD","1.00","USD","-"
"PCB","PCB BANCORP","Financials","Equity","3,878,392.54","0.01","3,878,392.54","255,662.00","15.17","United States","NASDAQ","USD","1.00","USD","-"
"HEAR","TURTLE BEACH CORP","Information Technology","Equity","3,876,283.93","0.01","3,876,283.93","351,431.00","11.03","United States","NASDAQ","USD","1.00","USD","-"
"REI","RING ENERGY INC","Energy","Equity","3,868,583.59","0.01","3,868,583.59","2,137,339.00","1.81","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"ATLC","ATLANTICUS HOLDINGS CORP","Financials","Equity","3,851,961.25","0.01","3,851,961.25","106,261.00","36.25","United States","NASDAQ","USD","1.00","USD","-"
"RBB","RBB BANCORP","Financials","Equity","3,855,862.12","0.01","3,855,862.12","328,438.00","11.74","United States","NASDAQ","USD","1.00","USD","-"
"KPTI","KARYOPHARM THERAPEUTICS INC","Health Care","Equity","3,848,332.52","0.01","3,848,332.52","1,702,802.00","2.26","United States","NASDAQ","USD","1.00","USD","-"
"BCOV","BRIGHTCOVE INC","Information Technology","Equity","3,820,374.18","0.01","3,820,374.18","866,298.00","4.41","United States","NASDAQ","USD","1.00","USD","-"
"BIG","BIG LOTS INC","Consumer Discretionary","Equity","3,789,907.69","0.01","3,789,907.69","624,367.00","6.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITIC","INVESTORS TITLE","Financials","Equity","3,770,235.70","0.01","3,770,235.70","27,907.00","135.10","United States","NASDAQ","USD","1.00","USD","-"
"SWIM","LATHAM GROUP INC","Consumer Discretionary","Equity","3,772,313.12","0.01","3,772,313.12","1,011,344.00","3.73","United States","NASDAQ","USD","1.00","USD","-"
"VLGEA","VILLAGE SUPER MARKET INC CLASS A","Consumer Staples","Equity","3,757,794.92","0.01","3,757,794.92","177,004.00","21.23","United States","NASDAQ","USD","1.00","USD","-"
"BBCP","CONCRETE PUMPING HOLDINGS INC","Industrials","Equity","3,754,230.09","0.01","3,754,230.09","544,881.00","6.89","United States","NASDAQ","USD","1.00","USD","-"
"AMTX","AEMETIS INC","Energy","Equity","3,750,048.60","0.01","3,750,048.60","762,205.00","4.92","United States","NASDAQ","USD","1.00","USD","-"
"OPRT","OPORTUN FINANCIAL CORP","Financials","Equity","3,743,400.00","0.01","3,743,400.00","623,900.00","6.00","United States","NASDAQ","USD","1.00","USD","-"
"POWW","AMMO INC","Consumer Discretionary","Equity","3,736,040.30","0.01","3,736,040.30","1,966,337.00","1.90","United States","NASDAQ","USD","1.00","USD","-"
"BH","BIGLARI HOLDINGS INCINARY CLASS B","Consumer Discretionary","Equity","3,724,799.26","0.01","3,724,799.26","17,498.00","212.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRME","PRIME MEDICINE INC COM","Health Care","Equity","3,707,281.53","0.01","3,707,281.53","230,123.00","16.11","United States","NASDAQ","USD","1.00","USD","-"
"FVCB","FVCBANKCORP INC","Financials","Equity","3,674,769.74","0.01","3,674,769.74","345,698.00","10.63","United States","NASDAQ","USD","1.00","USD","-"
"CBAN","COLONY BANKCORP INC","Financials","Equity","3,674,913.50","0.01","3,674,913.50","386,833.00","9.50","United States","NASDAQ","USD","1.00","USD","-"
"DHX","DHI GROUP INC","Communication","Equity","3,677,266.24","0.01","3,677,266.24","917,024.00","4.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRBA","FIRST BANK","Financials","Equity","3,665,060.30","0.01","3,665,060.30","342,529.00","10.70","United States","NASDAQ","USD","1.00","USD","-"
"VXRT","VAXART INC","Health Care","Equity","3,661,105.14","0.01","3,661,105.14","2,905,639.00","1.26","United States","NASDAQ","USD","1.00","USD","-"
"BGFV","BIG SPORTING GOODS CORP","Consumer Discretionary","Equity","3,635,425.24","0.01","3,635,425.24","475,841.00","7.64","United States","NASDAQ","USD","1.00","USD","-"
"SNPO","SNAP ONE HOLDINGS CORP","Consumer Discretionary","Equity","3,623,261.84","0.01","3,623,261.84","401,692.00","9.02","United States","NASDAQ","USD","1.00","USD","-"
"ACET","ADICET BIO INC","Health Care","Equity","3,607,440.80","0.01","3,607,440.80","674,288.00","5.35","United States","NASDAQ","USD","1.00","USD","-"
"AHT","ASHFORD HOSPITALITY TRUST REIT INC","Real Estate","Equity","3,581,702.16","0.01","3,581,702.16","785,461.00","4.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NKTX","NKARTA INC","Health Care","Equity","3,571,154.50","0.01","3,571,154.50","751,822.00","4.75","United States","NASDAQ","USD","1.00","USD","-"
"CDXS","CODEXIS INC","Health Care","Equity","3,571,931.87","0.01","3,571,931.87","1,358,149.00","2.63","United States","NASDAQ","USD","1.00","USD","-"
"LBC","LUTHER BURBANK CORP","Financials","Equity","3,572,538.18","0.01","3,572,538.18","380,462.00","9.39","United States","NASDAQ","USD","1.00","USD","-"
"NN","NEXTNAV INC","Information Technology","Equity","3,569,600.43","0.01","3,569,600.43","1,336,929.00","2.67","United States","NASDAQ","USD","1.00","USD","-"
"DC","DAKOTA GOLD CORP","Materials","Equity","3,562,292.52","0.01","3,562,292.52","1,099,473.00","3.24","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"CBNK","CAPITAL BANCORP INC","Financials","Equity","3,556,817.00","0.01","3,556,817.00","204,650.00","17.38","United States","NASDAQ","USD","1.00","USD","-"
"CATO","CATO CORP CLASS A","Consumer Discretionary","Equity","3,554,992.41","0.01","3,554,992.41","428,829.00","8.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GOEV","CANOO INC CLASS A","Consumer Discretionary","Equity","3,547,482.40","0.01","3,547,482.40","6,449,968.00","0.55","United States","NASDAQ","USD","1.00","USD","-"
"PGEN","PRECIGEN INC","Health Care","Equity","3,542,053.62","0.01","3,542,053.62","2,745,778.00","1.29","United States","NASDAQ","USD","1.00","USD","-"
"ALCO","ALICO INC","Consumer Staples","Equity","3,544,097.40","0.01","3,544,097.40","144,069.00","24.60","United States","NASDAQ","USD","1.00","USD","-"
"SGHT","SIGHT SCIENCES INC","Health Care","Equity","3,537,565.92","0.01","3,537,565.92","470,421.00","7.52","United States","NASDAQ","USD","1.00","USD","-"
"HLLY","HOLLEY INC","Consumer Discretionary","Equity","3,537,934.56","0.01","3,537,934.56","1,085,256.00","3.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRDA","CRAWFORD CLASS A","Financials","Equity","3,534,461.52","0.01","3,534,461.52","352,038.00","10.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEGH","LEGACY HOUSING CORP","Consumer Discretionary","Equity","3,516,613.87","0.01","3,516,613.87","175,043.00","20.09","United States","NASDAQ","USD","1.00","USD","-"
"SKLZ","SKILLZ INC CLASS A","Communication","Equity","3,477,030.39","0.01","3,477,030.39","7,104,680.00","0.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADV","ADVANTAGE SOLUTIONS INC CLASS A","Communication","Equity","3,477,135.42","0.01","3,477,135.42","1,756,129.00","1.98","United States","NASDAQ","USD","1.00","USD","-"
"FULC","FULCRUM THERAPEUTICS INC","Health Care","Equity","3,447,935.42","0.01","3,447,935.42","1,123,106.00","3.07","United States","NASDAQ","USD","1.00","USD","-"
"KZR","KEZAR LIFE SCIENCES INC","Health Care","Equity","3,441,452.30","0.01","3,441,452.30","1,203,305.00","2.86","United States","NASDAQ","USD","1.00","USD","-"
"BWFG","BANKWELL FINANCIAL GROUP INC","Financials","Equity","3,443,981.04","0.01","3,443,981.04","144,432.00","23.84","United States","NASDAQ","USD","1.00","USD","-"
"SGMO","SANGAMO THERAPEUTICS INC","Health Care","Equity","3,440,308.95","0.01","3,440,308.95","2,991,573.00","1.15","United States","NASDAQ","USD","1.00","USD","-"
"EYPT","EYEPOINT PHARMACEUTICALS INC","Health Care","Equity","3,433,829.62","0.01","3,433,829.62","574,219.00","5.98","United States","NASDAQ","USD","1.00","USD","-"
"BRBS","BLUE RIDGE BANKSHARES INC","Financials","Equity","3,421,512.08","0.01","3,421,512.08","384,872.00","8.89","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"BRCC","BRC INC CLASS A","Consumer Staples","Equity","3,411,359.73","0.01","3,411,359.73","621,377.00","5.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVTE","AEROVATE THERAPEUTICS INC","Health Care","Equity","3,414,287.46","0.01","3,414,287.46","204,326.00","16.71","United States","NASDAQ","USD","1.00","USD","-"
"WEYS","WEYCO GROUP INC","Consumer Discretionary","Equity","3,400,401.06","0.01","3,400,401.06","123,606.00","27.51","United States","NASDAQ","USD","1.00","USD","-"
"QSI","QUANTUM SI INC CLASS A","Health Care","Equity","3,404,783.85","0.01","3,404,783.85","2,014,665.00","1.69","United States","NASDAQ","USD","1.00","USD","-"
"PACK","RANPAK HOLDINGS CORP CLASS A","Materials","Equity","3,368,873.98","0.01","3,368,873.98","973,663.00","3.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSP","FRANKLIN STREET PROPERTIES REIT CO","Real Estate","Equity","3,361,122.00","0.01","3,361,122.00","2,240,748.00","1.50","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"TLS","TELOS CORPORATION CORP","Information Technology","Equity","3,317,428.96","0.01","3,317,428.96","1,219,643.00","2.72","United States","NASDAQ","USD","1.00","USD","-"
"STKS","ONE GROUP HOSPITALITY INC","Consumer Discretionary","Equity","3,315,335.44","0.01","3,315,335.44","465,637.00","7.12","United States","NASDAQ","USD","1.00","USD","-"
"GWRS","GLOBAL WATER RESOURCES INC","Utilities","Equity","3,296,412.41","0.01","3,296,412.41","271,757.00","12.13","United States","NASDAQ","USD","1.00","USD","-"
"INVE","IDENTIV INC","Information Technology","Equity","3,284,130.85","0.01","3,284,130.85","459,319.00","7.15","United States","NASDAQ","USD","1.00","USD","-"
"GLT","GLATFELTER CORP","Materials","Equity","3,275,348.58","0.01","3,275,348.58","1,017,189.00","3.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNGX","TANGO THERAPEUTICS INC","Health Care","Equity","3,273,364.27","0.01","3,273,364.27","1,026,133.00","3.19","United States","NASDAQ","USD","1.00","USD","-"
"FHTX","FOGHORN THERAPEUTICS","Health Care","Equity","3,268,868.40","0.01","3,268,868.40","460,404.00","7.10","United States","NASDAQ","USD","1.00","USD","-"
"IGMS","IGM BIOSCIENCES INC","Health Care","Equity","3,252,943.20","0.01","3,252,943.20","239,187.00","13.60","United States","NASDAQ","USD","1.00","USD","-"
"NRDY","NERDY INC CLASS A","Consumer Discretionary","Equity","3,228,446.88","0.01","3,228,446.88","1,251,336.00","2.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INNV","INNOVAGE HOLDING CORP","Health Care","Equity","3,218,116.32","0.01","3,218,116.32","427,941.00","7.52","United States","NASDAQ","USD","1.00","USD","-"
"INO","INOVIO PHARMACEUTICALS INC","Health Care","Equity","3,201,574.61","0.01","3,201,574.61","5,530,445.00","0.58","United States","NASDAQ","USD","1.00","USD","-"
"CCCC","C4 THERAPEUTICS INC","Health Care","Equity","3,202,051.62","0.01","3,202,051.62","944,558.00","3.39","United States","NASDAQ","USD","1.00","USD","-"
"THRX","THESEUS PHARMACEUTICALS INC","Health Care","Equity","3,185,067.92","0.01","3,185,067.92","362,764.00","8.78","United States","NASDAQ","USD","1.00","USD","-"
"ATRA","ATARA BIOTHERAPEUTICS INC","Health Care","Equity","3,179,097.46","0.01","3,179,097.46","2,064,349.00","1.54","United States","NASDAQ","USD","1.00","USD","-"
"AEVA","AEVA TECHNOLOGIES INC","Information Technology","Equity","3,179,308.89","0.01","3,179,308.89","2,254,829.00","1.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EGAN","EGAIN CORP","Information Technology","Equity","3,179,406.42","0.01","3,179,406.42","440,361.00","7.22","United States","NASDAQ","USD","1.00","USD","-"
"PIII","P3 HEALTH PARTNERS INC CLASS A","Health Care","Equity","3,174,880.44","0.01","3,174,880.44","669,806.00","4.74","United States","NASDAQ","USD","1.00","USD","-"
"TDUP","THREDUP INC CLASS A","Consumer Discretionary","Equity","3,166,560.00","0.01","3,166,560.00","1,319,400.00","2.40","United States","NASDAQ","USD","1.00","USD","-"
"NATR","NATURES SUNSHINE PRODUCTS INC","Consumer Staples","Equity","3,132,375.51","0.01","3,132,375.51","261,249.00","11.99","United States","NASDAQ","USD","1.00","USD","-"
"AXTI","AXT INC","Information Technology","Equity","3,115,811.04","0.01","3,115,811.04","895,348.00","3.48","United States","NASDAQ","USD","1.00","USD","-"
"RLYB","RALLYBIO CORP","Health Care","Equity","3,097,480.00","0.01","3,097,480.00","387,185.00","8.00","United States","NASDAQ","USD","1.00","USD","-"
"TLYS","TILLYS INC CLASS A","Consumer Discretionary","Equity","3,092,626.65","0.01","3,092,626.65","479,477.00","6.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOND","SONDER HOLDINGS INC CLASS A","Consumer Discretionary","Equity","3,084,508.57","0.01","3,084,508.57","4,106,655.00","0.75","United States","NASDAQ","USD","1.00","USD","-"
"MYFW","FIRST WESTERN FINANCIAL INC","Financials","Equity","3,027,412.36","0.01","3,027,412.36","174,692.00","17.33","United States","NASDAQ","USD","1.00","USD","-"
"CARA","CARA THERAPEUTICS INC","Health Care","Equity","3,028,546.08","0.01","3,028,546.08","980,112.00","3.09","United States","NASDAQ","USD","1.00","USD","-"
"NDLS","NOODLES CLASS A","Consumer Discretionary","Equity","3,025,046.86","0.01","3,025,046.86","874,291.00","3.46","United States","NASDAQ","USD","1.00","USD","-"
"WISH","CONTEXTLOGIC INC CLASS A","Consumer Discretionary","Equity","2,996,326.33","0.01","2,996,326.33","429,889.00","6.97","United States","NASDAQ","USD","1.00","USD","-"
"GRPN","GROUPON INC","Consumer Discretionary","Equity","2,993,411.92","0.01","2,993,411.92","495,598.00","6.04","United States","NASDAQ","USD","1.00","USD","-"
"LL","LL FLOORING HOLDINGS INC","Consumer Discretionary","Equity","2,945,097.96","0.01","2,945,097.96","650,132.00","4.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WKHS","WORKHORSE GROUP INC","Consumer Discretionary","Equity","2,940,338.95","0.01","2,940,338.95","3,352,724.00","0.88","United States","NASDAQ","USD","1.00","USD","-"
"ILPT","INDUSTRIAL LOGISTICS PROPERTIES TR","Real Estate","Equity","2,918,735.14","0.01","2,918,735.14","1,512,298.00","1.93","United States","NASDAQ","USD","1.00","USD","-"
"SKIL","SKILLSOFT CORP CLASS A","Industrials","Equity","2,912,910.40","0.01","2,912,910.40","1,820,569.00","1.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REAL","THE REALREAL INC","Consumer Discretionary","Equity","2,909,200.56","0.01","2,909,200.56","1,979,048.00","1.47","United States","NASDAQ","USD","1.00","USD","-"
"FEAM","5E ADVANCED MATERIALS INC","Materials","Equity","2,903,137.05","0.01","2,903,137.05","841,489.00","3.45","United States","NASDAQ","USD","1.00","USD","-"
"COOK","TRAEGER INC","Consumer Discretionary","Equity","2,884,097.24","0.01","2,884,097.24","753,028.00","3.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NGM","NGM BIOPHARMACEUTICALS INC","Health Care","Equity","2,865,768.75","0.01","2,865,768.75","881,775.00","3.25","United States","NASDAQ","USD","1.00","USD","-"
"AFMD","AFFIMED NV","Health Care","Equity","2,855,930.48","0.01","2,855,930.48","3,253,880.00","0.88","Germany","NASDAQ","USD","1.00","USD","-"
"CTRN","CITI TRENDS INC","Consumer Discretionary","Equity","2,838,583.02","0.01","2,838,583.02","182,663.00","15.54","United States","NASDAQ","USD","1.00","USD","-"
"LE","LAND END INC","Consumer Discretionary","Equity","2,811,810.64","0.01","2,811,810.64","311,041.00","9.04","United States","NASDAQ","USD","1.00","USD","-"
"STRS","STRATUS PROPERTIES INC","Real Estate","Equity","2,803,291.10","0.01","2,803,291.10","123,493.00","22.70","United States","NASDAQ","USD","1.00","USD","-"
"CRGE","CHARGE ENTERPRISES INC","Communication","Equity","2,796,241.26","0.01","2,796,241.26","2,741,413.00","1.02","United States","NASDAQ","USD","1.00","USD","-"
"BIRD","ALLBIRDS INC CLASS A","Consumer Discretionary","Equity","2,781,006.80","0.01","2,781,006.80","2,139,236.00","1.30","United States","NASDAQ","USD","1.00","USD","-"
"MPX","MARINE PRODUCTS CORP","Consumer Discretionary","Equity","2,773,323.61","0.01","2,773,323.61","176,983.00","15.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKYT","SKYWATER TECHNOLOGY INC","Information Technology","Equity","2,774,980.89","0.01","2,774,980.89","267,597.00","10.37","United States","NASDAQ","USD","1.00","USD","-"
"RCKY","ROCKY BRANDS INC","Consumer Discretionary","Equity","2,770,842.60","0.01","2,770,842.60","143,196.00","19.35","United States","NASDAQ","USD","1.00","USD","-"
"RMBL","RUMBLEON INC CLASS B","Consumer Discretionary","Equity","2,771,789.28","0.01","2,771,789.28","226,824.00","12.22","United States","NASDAQ","USD","1.00","USD","-"
"BARK","BARK INC","Consumer Discretionary","Equity","2,732,768.10","0.01","2,732,768.10","2,397,165.00","1.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALVR","ALLOVIR INC","Health Care","Equity","2,723,347.44","0.01","2,723,347.44","687,714.00","3.96","United States","NASDAQ","USD","1.00","USD","-"
"NOTV","INOTIV INC","Health Care","Equity","2,704,227.43","0.01","2,704,227.43","451,457.00","5.99","United States","NASDAQ","USD","1.00","USD","-"
"KNTE","KINNATE BIOPHARMA INC","Health Care","Equity","2,692,828.24","0.01","2,692,828.24","635,101.00","4.24","United States","NASDAQ","USD","1.00","USD","-"
"FTCI","FTC SOLAR INC","Industrials","Equity","2,660,785.62","0.01","2,660,785.62","943,541.00","2.82","United States","NASDAQ","USD","1.00","USD","-"
"CPSS","CONSUMER PORTFOLIO SERVICES INC","Financials","Equity","2,661,181.06","0.01","2,661,181.06","231,206.00","11.51","United States","NASDAQ","USD","1.00","USD","-"
"RSVR","RESERVOIR MEDIA INC","Communication","Equity","2,654,625.24","0.01","2,654,625.24","405,906.00","6.54","United States","NASDAQ","USD","1.00","USD","-"
"FFIE","FARADAY FUTURE INTELLIGENT ELECTRI","Consumer Discretionary","Equity","2,648,036.40","0.01","2,648,036.40","11,033,485.00","0.24","United States","NASDAQ","USD","1.00","USD","-"
"HFFG","HF FOODS GROUP INC","Consumer Staples","Equity","2,648,060.73","0.01","2,648,060.73","713,763.00","3.71","United States","NASDAQ","USD","1.00","USD","-"
"AIP","ARTERIS INC","Information Technology","Equity","2,643,578.50","0.01","2,643,578.50","372,335.00","7.10","United States","NASDAQ","USD","1.00","USD","-"
"CMRX","CHIMERIX INC","Health Care","Equity","2,626,516.95","0.01","2,626,516.95","1,811,391.00","1.45","United States","NASDAQ","USD","1.00","USD","-"
"LTCH","LATCH INC","Information Technology","Equity","2,617,073.91","0.01","2,617,073.91","2,162,871.00","1.21","United States","NASDAQ","USD","1.00","USD","-"
"NODK","NI HOLDINGS INC","Financials","Equity","2,619,878.40","0.01","2,619,878.40","191,232.00","13.70","United States","NASDAQ","USD","1.00","USD","-"
"AADI","AADI BIOSCIENCE INC","Health Care","Equity","2,605,983.38","0.01","2,605,983.38","323,323.00","8.06","United States","NASDAQ","USD","1.00","USD","-"
"HRTX","HERON THERAPEUTICS INC","Health Care","Equity","2,600,959.20","0.01","2,600,959.20","2,322,285.00","1.12","United States","NASDAQ","USD","1.00","USD","-"
"PRCH","PORCH GROUP INC","Information Technology","Equity","2,589,059.20","0.00","2,589,059.20","1,849,328.00","1.40","United States","NASDAQ","USD","1.00","USD","-"
"INBK","FIRST INTERNET BANCORP","Financials","Equity","2,573,716.53","0.00","2,573,716.53","196,617.00","13.09","United States","NASDAQ","USD","1.00","USD","-"
"FREE","WHOLE EARTH BRANDS INC CLASS A","Consumer Staples","Equity","2,565,849.72","0.00","2,565,849.72","872,738.00","2.94","United States","NASDAQ","USD","1.00","USD","-"
"RBOT","VICARIOUS SURGICAL CORP CLASS A","Health Care","Equity","2,549,089.40","0.00","2,549,089.40","1,158,677.00","2.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NC","NACCO INDUSTRIES INC CLASS A","Energy","Equity","2,537,016.92","0.00","2,537,016.92","82,051.00","30.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
